,Summons Number,Plate ID,Issue Date,Violation code,Violation Description,Registration State,Vehicle Make,Vehicle Expiration Date,Vehicle Color,alert
440,8042657018,AM709V,05/28/2015,46B,Double Parking (Com-100Ft),NJ,FRUEH,01/01/88888888 12:00:00 PM,GREEN,0
441,8014936668,GPV3704,04/30/2015,14,No Standing,NY,FORD,01/01/20160528 12:00:00 PM,WH,0
442,8031202280,84067JW,02/23/2015,20,No Parking (Com Plate),NY,DODGE,01/01/20151130 12:00:00 PM,WH,0
443,8011068854,53044JA,12/26/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/88888888 12:00:00 PM,WHITE,0
444,7357344472,N63EDS,07/29/2014,20A,No Parking (Non-COM),NJ,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
445,7104784251,GLS6841,11/13/2014,21,No Parking (street clean),NY,INFIN,01/01/20151229 12:00:00 PM,WH,0
446,7047842779,GXR9268,06/18/2015,74A,Improperly Displayed Plate,NY,ME/BE,01/01/20170329 12:00:00 PM,BK,1
447,8017367661,GRJ8074,04/07/2015,21,No Parking (street clean),NY,FORD,01/01/20160702 12:00:00 PM,WH,0
448,7003801358,ETC9482,10/04/2014,71A,Insp Sticker Expired (NYS),NY,FORD,01/01/20150430 12:00:00 PM,RED,0
449,7038608575,83016JN,04/18/2015,38,Failure to Display Muni Rec,NY,CHEVR,01/01/20160131 12:00:00 PM,WH,0
450,7743583740,90RL03,04/23/2015,21,No Parking (street clean),NY,BMW,01/01/20150430 12:00:00 PM,GREY,0
451,1381932642,GKU9569,06/13/2015,,,NY,BUICK,01/01/20170430 12:00:00 PM,GY,0
452,8015169203,GMZ7741,02/20/2015,20A,No Parking (Non-COM),NY,HONDA,01/01/20160408 12:00:00 PM,GY,0
453,7744271014,GEL1405,11/14/2014,19,No Stand (bus stop),NY,HONDA,01/01/20160108 12:00:00 PM,RD,0
454,7092387966,60304MD,07/17/2014,50,Crosswalk,NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
455,1382562391,GSD4370,05/21/2015,,,NY,VOLKS,01/01/20150930 12:00:00 PM,GRAY,0
456,1370108229,FXV9449,10/02/2014,,,NY,PLYMO,01/01/20160430 12:00:00 PM,BROWN,0
457,7700375860,FAW9137,10/24/2014,38,Failure to Display Muni Rec,NY,CHEVR,01/01/20160421 12:00:00 PM,BL,0
458,7641596939,FMS3619,05/04/2015,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20150617 12:00:00 PM,GY,0
459,7761466970,GTA7958,09/28/2014,74,Missing Display Plate,NY,SUBAR,01/01/20160918 12:00:00 PM,BL,1
460,7041331854,GSA4698,12/31/2014,71A,Insp Sticker Expired (NYS),NY,ACURA,01/01/20161231 12:00:00 PM,WH,0
461,7041331854,GSA4698,12/31/2014,71A,Insp Sticker Expired (NYS),NY,ACURA,01/01/20161231 12:00:00 PM,WH,0
462,8008254762,GKP7693,09/24/2014,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20151107 12:00:00 PM,GY,0
463,7783966410,FVN1449,11/08/2014,21,No Parking (street clean),OH,TOYOT,01/01/20150388 12:00:00 PM,BLACK,0
464,8029112439,88073ME,04/28/2015,69,Failure to Disp Muni Recpt,NY,FORD,01/01/20161130 12:00:00 PM,WH,0
465,7752324206,FPP8200,11/25/2014,38,Failure to Display Muni Rec,NY,LEXUS,01/01/20150930 12:00:00 PM,WH,0
466,8024268784,T502130C,05/20/2015,50,Crosswalk,NY,LINCO,01/01/20160331 12:00:00 PM,BK,0
467,1381822990,GNF9328,05/17/2015,,,NY,NISSA,01/01/20160302 12:00:00 PM,GY,0
468,1381460379,CRJ3679,05/02/2015,,,NY,TOYOT,01/01/20151022 12:00:00 PM,GR,0
469,1376001780,BMT5961,01/23/2015,,,NY,ACURA,01/01/20160529 12:00:00 PM,RED,0
470,1377108478,NENA92,06/03/2015,,,NY,ACURA,01/01/20160830 12:00:00 PM,GRAY,0
471,8015953261,61249MC,11/10/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/88888888 12:00:00 PM,WHITE,0
472,7351918648,FZF6631,08/19/2014,71A,Insp Sticker Expired (NYS),NY,CHEVR,01/01/20160614 12:00:00 PM,BR,0
473,7061881641,12633,05/06/2015,01,No Intercity Pmt Displ,MA,PREVO,01/01/20150088 12:00:00 PM,PURPL,0
474,7650717033,U29CBL,08/05/2014,37,Expired Muni Meter,NJ,DODGE,01/01/88888888 12:00:00 PM,WHITE,0
475,8017930744,GMH1085,06/11/2015,37,Expired Muni Meter,NY,ROVER,01/01/20160120 12:00:00 PM,BLACK,0
476,8001138367,GDM8166,10/01/2014,37,Expired Muni Meter,NY,CHEVR,01/01/20150114 12:00:00 PM,GY,0
477,7003403481,FLL9439,06/01/2015,14,No Standing,NY,MITSU,01/01/20170406 12:00:00 PM,BL,0
478,7779988442,ECP6856,01/25/2015,40,Fire Hydrant,NY,FORD,01/01/88888888 12:00:00 PM,TAN,0
479,7779988442,ECP6856,01/25/2015,40,Fire Hydrant,NY,FORD,01/01/88888888 12:00:00 PM,TAN,0
480,8002037418,EVA1008,12/08/2014,37,Expired Muni Meter,NY,INFIN,01/01/20150831 12:00:00 PM,BK,0
481,8000023003,DKC2544,07/21/2014,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20151023 12:00:00 PM,GY,0
482,7418306647,DZD1953,05/09/2015,70A,Reg. Sticker Expired (NYS),NY,DODGE,01/01/20150504 12:00:00 PM,BK,0
483,7893995233,AN917T,02/26/2015,84,Platform lifts in low posit,NJ,PETER,01/01/88888888 12:00:00 PM,WHITE,0
484,7099392281,U135498,09/24/2014,66,Detached Trailer,TN,NS/OT,01/01/88880088 12:00:00 PM,RED,0
485,7501868852,GKJ5549,11/29/2014,20A,No Parking (Non-COM),NY,BMW,01/01/20150828 12:00:00 PM,BL,0
486,7784783966,62406JM,02/04/2015,14,No Standing,NY,INTER,01/01/88888888 12:00:00 PM,BROWN,0
487,7790785060,GXT7771,06/15/2015,37,Expired Muni Meter,NY,TOYOT,01/01/20170403 12:00:00 PM,GY,0
488,7341582005,82663MA,02/09/2015,20,No Parking (Com Plate),NY,FORD,01/01/20151130 12:00:00 PM,BL,0
489,8043600697,E97FCW,06/13/2015,38,Failure to Display Muni Rec,NJ,MAZDA,01/01/88888888 12:00:00 PM,GREY,0
490,8026220614,EFF7947,03/27/2015,37,Expired Muni Meter,NY,TOYOT,01/01/20160427 12:00:00 PM,BK,0
491,7072799722,FAL6868,11/15/2014,21,No Parking (street clean),NY,HONDA,01/01/20160525 12:00:00 PM,BK,0
492,7114976288,GJZ4085,01/07/2015,71A,Insp Sticker Expired (NYS),NY,BMW,01/01/20151217 12:00:00 PM,BK,0
493,7114976288,GJZ4085,01/07/2015,71A,Insp Sticker Expired (NYS),NY,BMW,01/01/20151217 12:00:00 PM,BK,0
494,8033130039,98400JX,05/15/2015,51,Sidewalk,NY,WORKH,01/01/88888888 12:00:00 PM,BROWN,0
495,8006996672,AE04471,06/02/2015,38,Failure to Display Muni Rec,PA,INTER,01/01/20160588 12:00:00 PM,WHITE,0
496,1338335777,GEB1354,02/14/2015,,,NY,LINCO,01/01/20161228 12:00:00 PM,BLACK,0
497,8029468374,99647PA,05/05/2015,84,Platform lifts in low posit,NY,MACK,01/01/20150930 12:00:00 PM,WH,0
498,7854369392,AP678Y,06/10/2015,19,No Stand (bus stop),NJ,INTER,01/01/88888888 12:00:00 PM,WHITE,0
499,7176954185,GJS3728,12/10/2014,71A,Insp Sticker Expired (NYS),NY,JEEP,01/01/20151007 12:00:00 PM,GR,0
500,7090490683,41951JX,03/17/2015,19,No Stand (bus stop),NY,WORKH,01/01/88888888 12:00:00 PM,BROWN,0
501,7098881533,11584JY,08/29/2014,21,No Parking (street clean),NY,CHEVR,01/01/88888888 12:00:00 PM,WHITE,0
502,7057429137,63480JM,07/30/2014,14,No Standing,NY,INTER,01/01/88888888 12:00:00 PM,BROWN,0
503,7097788276,41115MC,08/18/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/88888888 12:00:00 PM,WHITE,0
504,7477165441,GZS5415,05/02/2015,38,Failure to Display Muni Rec,PA,SCION,01/01/20150588 12:00:00 PM,BLACK,0
505,8007240731,62369JM,05/21/2015,38,Failure to Display Muni Rec,NY,INTER,01/01/88888888 12:00:00 PM,BROWN,0
506,8013066344,83350AT,12/17/2014,48,Bike Lane,NY,NS/OT,01/01/20151031 12:00:00 PM,BLACK,0
507,1385608675,19860JT,06/23/2015,,,NY,MERCU,01/01/20151031 12:00:00 PM,BROWN,0
508,7336380517,GVD3213,04/21/2015,14,No Standing,NY,FORD,01/01/20170112 12:00:00 PM,WH,0
509,1376301003,GTR8802,12/09/2014,,,NY,HYUND,01/01/20160131 12:00:00 PM,GRAY,0
510,7309964550,GRZ8683,03/21/2015,37,Expired Muni Meter,NY,INFIN,01/01/20160806 12:00:00 PM,BK,0
511,8028214204,AF66663,04/17/2015,46B,Double Parking (Com-100Ft),PA,INTER,01/01/20150588 12:00:00 PM,WHITE,0
512,8017662890,42515ME,04/14/2015,46B,Double Parking (Com-100Ft),NY,INTER,01/01/20160331 12:00:00 PM,WHITE,0
513,7448776680,GVD6854,03/29/2015,71,Insp. Sticker Missing (NYS,NY,ME/BE,01/01/20170311 12:00:00 PM,GL,0
514,7436325875,EHZ6553,10/25/2014,51,Sidewalk,NY,NISSA,01/01/20160606 12:00:00 PM,BK,0
515,8001242006,65776MA,12/17/2014,69,Failure to Disp Muni Recpt,NY,CHEVR,01/01/20141231 12:00:00 PM,WH,0
516,8001518620,GPP2359,10/13/2014,38,Failure to Display Muni Rec,NY,LEXUS,01/01/20160518 12:00:00 PM,GY,0
517,7018902472,FSB7674,01/22/2015,21,No Parking (street clean),NY,CHRYS,01/01/20150922 12:00:00 PM,RD,0
518,7018902472,FSB7674,01/22/2015,21,No Parking (street clean),NY,CHRYS,01/01/20150922 12:00:00 PM,RD,0
519,7846684085,52254JT,09/09/2014,69,Failure to Disp Muni Recpt,NY,GMC,01/01/20150228 12:00:00 PM,WHITE,0
520,7125928663,50060MD,07/14/2014,69,Failure to Disp Muni Recpt,NY,NS/OT,01/01/20141130 12:00:00 PM,WHITE,0
521,7250797578,GEK1020,07/10/2014,21,No Parking (street clean),NY,SMART,01/01/20150221 12:00:00 PM,BK,0
522,7720637720,EYF2168,10/08/2014,71A,Insp Sticker Expired (NYS),NY,INFIN,01/01/20160324 12:00:00 PM,BK,0
523,7804763517,EBN3814,10/30/2014,21,No Parking (street clean),NY,SATUR,01/01/20160514 12:00:00 PM,BK,0
524,7665121342,GCF4407,06/22/2015,14,No Standing,NY,INFIN,01/01/20160830 12:00:00 PM,RD,0
525,7662663530,FYP7413,06/24/2015,14,No Standing,NY,GMC,01/01/20160426 12:00:00 PM,GY,0
526,7931867269,15081JW,07/29/2014,16,No Std (Com Veh) Com Plate,NY,CHEVR,01/01/20141231 12:00:00 PM,BLUE,0
527,7094796766,FXP4482,05/12/2015,38,Failure to Display Muni Rec,NY,VOLKS,01/01/20160321 12:00:00 PM,BK,0
528,7948691121,89780JY,10/29/2014,69,Failure to Disp Muni Recpt,NY,CHEVR,01/01/20150630 12:00:00 PM,WH,0
529,7659725439,73773MD,11/17/2014,21,No Parking (street clean),NY,ISUZU,01/01/20160531 12:00:00 PM,WH,1
530,1377173756,PQL6942,11/09/2014,,,GA,ME/BE,01/01/20150228 12:00:00 PM,GY,0
531,7040632159,GDN1736,06/23/2015,38,Failure to Display Muni Rec,NY,HONDA,01/01/20170225 12:00:00 PM,BLACK,0
532,7191174274,GDU9206,01/07/2015,71A,Insp Sticker Expired (NYS),NY,TOYOT,01/01/20161227 12:00:00 PM,SILVE,0
533,7191174274,GDU9206,01/07/2015,71A,Insp Sticker Expired (NYS),NY,TOYOT,01/01/20161227 12:00:00 PM,SILVE,0
534,8013516404,GTB3397,02/24/2015,83,Improper Registration,NY,CHEVR,01/01/20161215 12:00:00 PM,WHITE,0
535,7620891869,87090JA,04/21/2015,69,Failure to Disp Muni Recpt,NY,ISUZU,01/01/20151231 12:00:00 PM,WHITE,0
536,1379175276,13333PC,06/04/2015,,,NY,MERCU,01/01/20160430 12:00:00 PM,RED,0
537,7513829550,FCE6383,07/12/2014,21,No Parking (street clean),NY,AUDI,01/01/20160711 12:00:00 PM,WH,0
538,8008889275,GBV3784,03/09/2015,21,No Parking (street clean),NY,NISSA,01/01/20160902 12:00:00 PM,GY,0
539,8043750464,GGY2086,05/09/2015,37,Expired Muni Meter,NY,CHEVR,01/01/20150704 12:00:00 PM,BK,0
540,7137897915,ZCX9987,08/23/2014,38,Failure to Display Muni Rec,PA,CHEVR,01/01/20150188 12:00:00 PM,RED,0
541,8007271259,90243,11/18/2014,38,Failure to Display Muni Rec,NY,NISSA,01/01/20150805 12:00:00 PM,RD,0
542,1345688945,GNY1798,08/07/2014,,,NY,MITSU,01/01/20150707 12:00:00 PM,GRAY,0
543,7580777095,DSL9428,05/22/2015,21,No Parking (street clean),NY,ACURA,01/01/20160730 12:00:00 PM,GY,0
544,7279529860,AP169V,01/16/2015,19,No Stand (bus stop),NJ,INTER,01/01/88888888 12:00:00 PM,GREY,0
545,7279529860,AP169V,01/16/2015,19,No Stand (bus stop),NJ,INTER,01/01/88888888 12:00:00 PM,GREY,0
546,7187183896,GLV9789,03/12/2015,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20151210 12:00:00 PM,BK,0
547,8009451897,FCM6228,08/07/2014,21,No Parking (street clean),NY,HONDA,01/01/20160610 12:00:00 PM,BK,0
548,1358782891,DGH7315,08/31/2014,,,NY,LINCO,01/01/20150612 12:00:00 PM,GREEN,0
549,7407182127,BYT9264,10/06/2014,37,Expired Muni Meter,NY,TOYOT,01/01/20160803 12:00:00 PM,BK,0
550,7907417892,GAA3831,02/16/2015,14,No Standing,NY,VOLVO,01/01/20161231 12:00:00 PM,WHITE,0
551,8028111701,21417LV,05/05/2015,31,No Stand (Com. Mtr. Zone),NY,ME/BE,01/01/20160331 12:00:00 PM,BK,0
552,7908792042,82396MD,03/09/2015,51,Sidewalk,NY,FORD,01/01/20160131 12:00:00 PM,WH,1
553,7078149154,XZ435B,01/16/2015,40,Fire Hydrant,NJ,ISUZU,01/01/20150088 12:00:00 PM,BLACK,0
554,7078149154,XZ435B,01/16/2015,40,Fire Hydrant,NJ,ISUZU,01/01/20150088 12:00:00 PM,BLACK,0
555,7463057434,X82DPD,04/01/2015,37,Expired Muni Meter,NJ,JEEP,01/01/88888888 12:00:00 PM,BLACK,0
556,7690732641,FYW6747,08/19/2014,21,No Parking (street clean),NY,CHRYS,01/01/20141205 12:00:00 PM,SILVE,0
557,7413978672,23153MG,04/16/2015,78,Nighttime PKG on Res Street,NY,NISSA,01/01/20161001 12:00:00 PM,WH,0
558,8026202909,U110437,01/14/2015,66,Detached Trailer,TN,NS/OT,01/01/88880088 12:00:00 PM,BLUE,0
559,8026202909,U110437,01/14/2015,66,Detached Trailer,TN,NS/OT,01/01/88880088 12:00:00 PM,BLUE,0
560,7574679289,21052JP,03/11/2015,16,No Std (Com Veh) Com Plate,NY,FORD,01/01/20150731 12:00:00 PM,BLUE,0
561,7097098910,ITABFY,03/14/2015,38,Failure to Display Muni Rec,PA,KIA,01/01/20160188 12:00:00 PM,WHITE,0
562,1381207923,EVL1310,04/19/2015,,,NY,FORD,01/01/20150813 12:00:00 PM,GY,0
563,7514739683,80375MD,07/18/2014,46B,Double Parking (Com-100Ft),NY,DODGE,01/01/88888888 12:00:00 PM,WHITE,0
564,1381076385,JPB0434,03/06/2015,,,PA,HONDA,01/01/20150630 12:00:00 PM,GY,0
565,8000721429,DUN9759,07/18/2014,21,No Parking (street clean),NY,SAAB,01/01/20141024 12:00:00 PM,GR,0
566,8013848980,2196822,06/08/2015,19,No Stand (bus stop),IN,FRUEH,01/01/20150088 12:00:00 PM,WHITE,0
567,8005105046,FSW4012,08/14/2014,21,No Parking (street clean),NY,SATUR,01/01/20150929 12:00:00 PM,GY,0
568,8031103082,2028134,01/15/2015,14,No Standing,IN,FRUEH,01/01/88880088 12:00:00 PM,WHITE,0
569,7853357138,FYT7712,09/06/2014,31,No Stand (Com. Mtr. Zone),NY,JEEP,01/01/20160429 12:00:00 PM,BLACK,0
570,8005116093,EHT2898,09/22/2014,21,No Parking (street clean),NY,JEEP,01/01/20160813 12:00:00 PM,GR,1
571,7776206064,XBPT77,09/16/2014,09,Blocking the Box,NJ,DODGE,01/01/88880088 12:00:00 PM,RED,0
572,7003006893,FSZ8833,08/21/2014,20A,No Parking (Non-COM),NY,HONDA,01/01/20160515 12:00:00 PM,GY,0
573,7147543944,FEX6518,02/24/2015,71A,Insp Sticker Expired (NYS),NY,HONDA,01/01/20161031 12:00:00 PM,GY,0
574,1372505957,GWR2112,04/24/2015,,,NY,CHEVR,01/01/20170225 12:00:00 PM,GY,0
575,7144082164,GKJ5056,07/07/2014,38,Failure to Display Muni Rec,NY,LINCO,01/01/20150819 12:00:00 PM,BK,0
576,7162279715,EBZ6520,06/23/2015,38,Failure to Display Muni Rec,NY,BUICK,01/01/20151018 12:00:00 PM,WHITE,0
577,7980774826,GXR1832,06/23/2015,37,Expired Muni Meter,NY,BMW,01/01/20170503 12:00:00 PM,GY,0
578,7575453805,GLP2039,06/30/2015,21,No Parking (street clean),NY,BUICK,01/01/20160119 12:00:00 PM,RD,0
579,7513518348,FZA4494,03/06/2015,14,No Standing,NY,FORD,01/01/20160503 12:00:00 PM,BK,0
580,8009680357,GMR1050,04/01/2015,21,No Parking (street clean),NY,INFIN,01/01/20160225 12:00:00 PM,GY,0
581,7331582744,112PEP,08/11/2014,21,No Parking (street clean),FL,HONDA,01/01/20150288 12:00:00 PM,GREY,0
582,7636354470,ADH2057,04/23/2015,14,No Standing,NY,FORD,01/01/20170510 12:00:00 PM,RD,0
583,8012709399,FZL7782,10/30/2014,38,Failure to Display Muni Rec,NY,FORD,01/01/20150630 12:00:00 PM,BK,0
584,8029961753,0LMTC254,03/24/2015,14,No Standing,NJ,CHEVR,01/01/88888888 12:00:00 PM,BLACK,0
585,7750337052,C77EKB,11/14/2014,38,Failure to Display Muni Rec,NJ,BMW,01/01/88888888 12:00:00 PM,BLACK,0
586,7155052887,FLX2393,05/20/2015,40,Fire Hydrant,NY,BMW,01/01/20151120 12:00:00 PM,WH,0
587,7845163004,GME2587,09/13/2014,38,Failure to Display Muni Rec,NY,ME/BE,01/01/20151231 12:00:00 PM,WH,0
588,7933104733,28158MG,02/28/2015,20,No Parking (Com Plate),NY,TOYOT,01/01/20160831 12:00:00 PM,BK,0
589,7167955310,FYD7327,08/14/2014,71A,Insp Sticker Expired (NYS),NY,BMW,01/01/20160522 12:00:00 PM,BK,0
590,7565899367,GMZ5069,09/12/2014,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20160529 12:00:00 PM,TN,0
591,7096266410,GPC6995,07/02/2014,38,Failure to Display Muni Rec,NY,ROVER,01/01/20160630 12:00:00 PM,GY,0
592,7399088615,FMP2096,08/08/2014,71A,Insp Sticker Expired (NYS),NY,BMW,01/01/20150720 12:00:00 PM,SILVE,0
593,7981061064,GJC4888,10/31/2014,21,No Parking (street clean),NY,CHRYS,01/01/20150731 12:00:00 PM,BL,0
594,7071890055,4XEF528,03/18/2015,21,No Parking (street clean),CA,NISSA,01/01/20150488 12:00:00 PM,WHITE,0
595,1376600493,33864JU,11/25/2014,,,NY,CHEVR,01/01/88888888 12:00:00 PM,WT,0
596,7065000230,PRZ5528,09/30/2014,69,Failure to Disp Muni Recpt,MN,FRUEH,01/01/20150288 12:00:00 PM,WHITE,0
597,7720641723,EDV7053,10/28/2014,21,No Parking (street clean),NY,LEXUS,01/01/20160110 12:00:00 PM,BK,0
598,7827512690,91RZ15,09/05/2014,31,No Stand (Com. Mtr. Zone),NY,NS/OT,01/01/88888888 12:00:00 PM,WHITE,0
599,7075127305,95425MD,04/01/2015,20,No Parking (Com Plate),NY,ISUZU,01/01/88888888 12:00:00 PM,BROWN,0
600,7019755033,FJF6905,12/29/2014,38,Failure to Display Muni Rec,NY,NISSA,01/01/20150325 12:00:00 PM,OTHER,0
601,7019755033,FJF6905,12/29/2014,38,Failure to Display Muni Rec,NY,NISSA,01/01/20150325 12:00:00 PM,OTHER,0
602,7977494840,GEA4212,05/06/2015,71A,Insp Sticker Expired (NYS),NY,CHRYS,01/01/20170312 12:00:00 PM,GY,0
603,7097197031,EYD9845,01/13/2015,21,No Parking (street clean),NY,CHEVR,01/01/20160401 12:00:00 PM,RD,0
604,7097197031,EYD9845,01/13/2015,21,No Parking (street clean),NY,CHEVR,01/01/20160401 12:00:00 PM,RD,0
605,7067813104,JMA0339,07/15/2014,21,No Parking (street clean),PA,HONDA,01/01/20150188 12:00:00 PM,GOLD,0
606,1374753154,DBK6760,12/24/2014,,,NY,ME/BE,01/01/20161016 12:00:00 PM,BLACK,0
607,1374753154,DBK6760,12/24/2014,,,NY,ME/BE,01/01/20161016 12:00:00 PM,BLACK,0
608,1373173907,29017MB,12/01/2014,,,NY,CHEVR,01/01/20160215 12:00:00 PM,WH,0
609,8000340525,GOT1760,06/01/2015,37,Expired Muni Meter,NY,TOYOT,01/01/20160116 12:00:00 PM,BK,0
610,7382285571,GRZ6006,08/16/2014,20A,No Parking (Non-COM),NY,TOYOT,01/01/20160807 12:00:00 PM,BK,0
611,1381450696,2314816,03/13/2015,,,ME,BMW,01/01/20230228 12:00:00 PM,GRAY,0
612,7622588301,FXY4556,02/18/2015,31,No Stand (Com. Mtr. Zone),NY,GMC,01/01/20160619 12:00:00 PM,BK,0
613,7097483520,GHH3653,04/16/2015,21,No Parking (street clean),NY,FIAT,01/01/20150915 12:00:00 PM,BK,0
614,7065015385,CTP6904,04/16/2015,31,No Stand (Com. Mtr. Zone),NY,DODGE,01/01/20160130 12:00:00 PM,WH,0
615,8031755425,76130JY,04/16/2015,46A,Double Parking (Non-COM),NY,FRUEH,01/01/20160430 12:00:00 PM,WH,0
616,7998352978,53269JT,08/15/2014,16,No Std (Com Veh) Com Plate,NY,FORD,01/01/20151231 12:00:00 PM,WH,0
617,7069437353,27875MB,01/06/2015,46B,Double Parking (Com-100Ft),NY,CHEVR,01/01/20151031 12:00:00 PM,WH,0
618,7069437353,27875MB,01/06/2015,46B,Double Parking (Com-100Ft),NY,CHEVR,01/01/20151031 12:00:00 PM,WH,0
619,7809808564,3C12H,02/13/2015,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20160228 12:00:00 PM,YW,0
620,7926381056,GXZ9361,05/16/2015,38,Failure to Display Muni Rec,NY,HONDA,01/01/20150604 12:00:00 PM,BLACK,0
621,7390660247,55098MB,04/23/2015,38,Failure to Display Muni Rec,NY,FRUEH,01/01/88888888 12:00:00 PM,BROWN,0
622,7121142685,FYT5077,05/07/2015,38,Failure to Display Muni Rec,NY,HYUND,01/01/20160413 12:00:00 PM,GY,0
623,7568892566,45051MD,12/23/2014,37,Expired Muni Meter,NY,GMC,01/01/20150331 12:00:00 PM,WHITE,0
624,7114698963,DWL1829,06/02/2015,21,No Parking (street clean),NY,TOYOT,01/01/20150509 12:00:00 PM,RED,0
625,7077399989,FAY7306,10/26/2014,16A,No Std (Com Veh) Non-COM,NY,FORD,01/01/20160603 12:00:00 PM,WH,0
626,7807002682,82407MC,05/14/2015,20,No Parking (Com Plate),NY,FORD,01/01/20170228 12:00:00 PM,WHITE,0
627,7700378241,BKE1324,11/10/2014,20A,No Parking (Non-COM),NY,TOYOT,01/01/20160122 12:00:00 PM,SILVE,0
628,7866743009,35853MB,07/10/2014,14,No Standing,NY,FORD,01/01/20151031 12:00:00 PM,WHITE,0
629,7656357245,GRV7669,11/12/2014,37,Expired Muni Meter,NY,NISSA,01/01/20160613 12:00:00 PM,BL,0
630,8003439760,GJD7038,12/15/2014,21,No Parking (street clean),NY,HONDA,01/01/20150804 12:00:00 PM,GY,0
631,7297913868,GEW9621,07/15/2014,38,Failure to Display Muni Rec,NY,AUDI,01/01/20150602 12:00:00 PM,WHITE,0
632,7405148578,GAW7207,05/18/2015,70A,Reg. Sticker Expired (NYS),NY,DODGE,01/01/20150425 12:00:00 PM,GREY,0
633,7727165980,GMS3249,08/08/2014,21,No Parking (street clean),NY,CHEVR,01/01/20160331 12:00:00 PM,WH,0
634,7856379730,AG41217,06/08/2015,46B,Double Parking (Com-100Ft),AZ,FORD,01/01/88880088 12:00:00 PM,WHITE,0
635,8016916557,GXT6289,05/13/2015,38,Failure to Display Muni Rec,NY,KIA,01/01/20150607 12:00:00 PM,GREY,0
636,7237129661,GCG1788,08/05/2014,38,Failure to Display Muni Rec,NY,TOYOT,01/01/20140927 12:00:00 PM,WH,0
637,7761482330,VBE2055,12/13/2014,21,No Parking (street clean),VA,NISSA,01/01/20160588 12:00:00 PM,BLACK,0
638,7381661251,GJJ4365,09/11/2014,21,No Parking (street clean),NY,JEEP,01/01/20150721 12:00:00 PM,BK,0
639,7647029060,30497JA,10/02/2014,69,Failure to Disp Muni Recpt,NY,TOYOT,01/01/20151231 12:00:00 PM,WHITE,0
640,7291489246,Y118452,05/13/2015,14,No Standing,OR,FRUEH,01/01/88880088 12:00:00 PM,WHITE,0
641,7307595394,GXX4098,06/02/2015,21,No Parking (street clean),NY,FORD,01/01/20170514 12:00:00 PM,BK,0
642,7732393739,EBP4349,03/31/2015,70A,Reg. Sticker Expired (NYS),NY,JEEP,01/01/20150308 12:00:00 PM,GY,0
643,7219324935,DZA1641,08/05/2014,37,Expired Muni Meter,NY,MERCU,01/01/20151121 12:00:00 PM,GR,0
644,7624628806,DTD9323,07/01/2014,71A,Insp Sticker Expired (NYS),NY,HONDA,01/01/20140704 12:00:00 PM,SILVE,0
645,7662939261,VF90218,09/03/2014,37,Expired Muni Meter,NY,BMW,01/01/20160227 12:00:00 PM,WH,0
646,1347525476,D5TR41,06/10/2015,,,FL,HYUND,01/01/20151231 12:00:00 PM,,0
647,7086120212,38456JU,08/27/2014,16,No Std (Com Veh) Com Plate,NY,FORD,01/01/20150831 12:00:00 PM,WHITE,0
648,1380857650,DWZ6810,04/19/2015,,,NY,SAAB,01/01/20150410 12:00:00 PM,GREY,0
649,7096880239,211A366,02/26/2015,19,No Stand (bus stop),VT,FRUEH,01/01/20150088 12:00:00 PM,WHITE,0
650,8003370711,DUE7221,03/02/2015,38,Failure to Display Muni Rec,NY,HONDA,01/01/20170221 12:00:00 PM,WH,0
651,8024534733,38913MG,06/11/2015,11,No Stand (exc hotel load),NY,FORD,01/01/20160930 12:00:00 PM,YW,0
652,8005950810,GAM3051,06/28/2014,70A,Reg. Sticker Expired (NYS),NY,TOYOT,01/01/20140626 12:00:00 PM,GR,0
653,1255152606,GHE9398,04/04/2015,,,NY,MAZDA,01/01/20160510 12:00:00 PM,RED,0
654,7322608033,T648750C,06/01/2015,38,Failure to Display Muni Rec,NY,HONDA,01/01/20150930 12:00:00 PM,BK,0
655,8015608077,GKG3469,11/24/2014,21,No Parking (street clean),NY,VOLVO,01/01/20151223 12:00:00 PM,BL,0
656,7113902388,TRC1,10/02/2014,51,Sidewalk,NY,CHRYS,01/01/20160131 12:00:00 PM,GY,0
657,7795951405,55226JZ,10/06/2014,19,No Stand (bus stop),NY,GMC,01/01/20150731 12:00:00 PM,WH,1
658,7892627674,T435938C,07/16/2014,17,No Stand (exc auth veh),NY,TOYOT,01/01/20141130 12:00:00 PM,BK,0
659,7785033225,GMD7934,10/11/2014,40,Fire Hydrant,NY,TOYOT,01/01/20160311 12:00:00 PM,OTHER,0
660,7738769749,GXP4164,06/02/2015,21,No Parking (street clean),NY,FORD,01/01/20170402 12:00:00 PM,RD,0
